client_name,truck_size,truck_origin_warehouse,delivery_timestamp,total_weight,brand_1_coffee_proportion,driver_id,is_fresh_client,postcode,business_category,floor,partnership_level,box_count,brand_2_coffee_proportion,brand_3_coffee_proportion
Serna and Sons,Combi,Baró de Viver,2022-01-26 10:12:42,79.34,0.43,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,11,0.3086926209887785,0.2613073790112216
Coll-Aranda,Van,Zona Franca,2022-05-04 16:54:23,55.05,0.87,D63,False,08001,Hotels,Street level,Regular,5,0.0400206963902905,0.0899793036097095
Coll-Aranda,Van,Zona Franca,2022-04-18 20:07:12,35.46,1.0,D63,False,08001,Hotels,Street level,Regular,7,0.0,0.0
Coll-Aranda,Truck,Zona Franca,2022-04-23 15:16:05,78.05,0.69,D63,False,08001,Hotels,Street level,Regular,7,0.24036398451817248,0.06963601548182757
"Anglada, Prat and Montesinos",Van,Zona Franca,2022-03-22 19:55:42,43.62,0.74,D63,False,08024,Cafe/Restaurant,Street level,Regular,5,0.1938559397934358,0.06614406020656421
"Montero, Sandoval and Posada",Van,Baró de Viver,2022-02-24 11:21:47,11.24,0.63,D63,False,08030,Cafe/Restaurant,Street level,Regular,2,0.29766525132693816,0.07233474867306183
"Montero, Sandoval and Posada",Combi,Zona Franca,2022-02-22 16:32:59,39.14,0.89,D63,False,08030,Cafe/Restaurant,Street level,Regular,4,0.0906371495134545,0.019362850486545485
"Montero, Sandoval and Posada",Truck,Baró de Viver,2022-03-28 20:36:37,48.41,0.94,D63,False,08030,Cafe/Restaurant,Street level,Regular,8,0.03613253167933197,0.023867468320668085
"Montero, Sandoval and Posada",Combi,Baró de Viver,2022-03-03 08:59:28,86.19,0.92,D63,False,08030,Cafe/Restaurant,Street level,Regular,9,0.04062547552703568,0.03937452447296428
"Montero, Sandoval and Posada",Van,Baró de Viver,2022-05-15 18:53:58,110.37,0.94,D63,False,08030,Cafe/Restaurant,Street level,Regular,8,0.036030971682947076,0.023969028317052977
Elorza PLC,Combi,Zona Franca,2022-04-17 20:07:48,45.37,0.99,D63,False,08011,Cafe/Restaurant,Street level,Regular,9,0.006457640268915859,0.00354235973108415
Elorza PLC,Combi,Zona Franca,2022-03-31 12:40:13,113.93,0.5,D63,False,08011,Cafe/Restaurant,Street level,Regular,14,0.13007488359369052,0.3699251164063095
Andres-Álamo,Combi,Baró de Viver,2022-04-10 14:47:06,68.37,0.4,D63,False,08005,Cafe/Restaurant,Street level,Regular,5,0.22941466763834867,0.3705853323616513
Elías PLC,Van,Zona Franca,2022-03-09 20:23:35,23.13,0.85,D63,False,08007,Cafe/Restaurant,Street level,Regular,3,0.11820080362872618,0.03179919637127385
Elías PLC,Combi,Baró de Viver,2022-01-14 19:41:26,84.55,1.0,D63,True,08007,Cafe/Restaurant,Street level,Regular,10,0.0,0.0
Elías PLC,Combi,Zona Franca,2022-03-20 14:51:48,113.13,0.95,D63,False,08007,Cafe/Restaurant,Street level,Regular,11,0.03117540140415257,0.018824598595847473
"Palacios, Álvaro and Morales",Combi,Baró de Viver,2022-01-31 11:31:41,19.11,0.6,D63,True,08037,Hotels,Ground Floor,Regular,3,0.3670514994450654,0.032948500554934645
"Palacios, Álvaro and Morales",Truck,Zona Franca,2022-03-01 18:03:15,116.41,0.85,D63,False,08037,Hotels,Ground Floor,Regular,12,0.02526167961341237,0.12473832038658765
"Riera, Alfonso and Barrios",Van,Zona Franca,2022-05-18 19:19:00,118.82,0.73,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,10,0.15479720279153078,0.11520279720846924
"Riera, Alfonso and Barrios",Van,Zona Franca,2022-04-26 18:17:30,109.29,0.72,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,10,0.24489575974502428,0.035104240254975744
"Riera, Alfonso and Barrios",Truck,Baró de Viver,2022-04-09 20:14:36,70.97,0.9,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,9,0.07950191003940887,0.020498089960591104
"Riera, Alfonso and Barrios",Van,Zona Franca,2022-03-16 15:26:59,60.07,0.64,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,5,0.28035949959322504,0.07964050040677495
"Riera, Alfonso and Barrios",Truck,Zona Franca,2022-01-21 11:44:07,117.16,0.53,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,19,0.2557367695894212,0.21426323041057876
"Riera, Alfonso and Barrios",Van,Baró de Viver,2022-03-05 19:03:27,60.41,0.78,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,5,0.12879476944016072,0.09120523055983926
"Riera, Alfonso and Barrios",Van,Baró de Viver,2022-04-04 17:46:10,92.0,0.61,D63,False,08038,Cafe/Restaurant,Ground Floor,Regular,8,0.19663406104564818,0.19336593895435183
Méndez Ltd,Van,Baró de Viver,2022-04-26 08:28:43,51.43,0.76,D63,False,08003,Cafe/Restaurant,Other,Regular,8,0.19172467285231495,0.04827532714768504
Méndez Ltd,Combi,Zona Franca,2022-02-01 10:34:37,88.56,0.62,D63,False,08003,Cafe/Restaurant,Other,Regular,9,0.0268732848405301,0.3531267151594699
Tormo-Guitart,Van,Baró de Viver,2022-03-05 10:37:00,19.93,0.56,D63,False,08040,Hotels,Ground Floor,Regular,4,0.22930158643144577,0.21069841356855418
Tormo-Guitart,Combi,Zona Franca,2022-01-03 18:43:30,19.14,0.69,D63,False,08040,Hotels,Ground Floor,Regular,3,0.10071457468344806,0.20928542531655198
"Fuertes, Rojas and Barba",Van,Baró de Viver,2022-04-09 18:51:09,30.77,0.44,D63,False,08015,Cafe/Restaurant,Street level,Regular,4,0.14195502889032835,0.4180449711096717
"Fuertes, Rojas and Barba",Truck,Baró de Viver,2022-04-09 19:10:24,81.52,0.74,D63,False,08015,Cafe/Restaurant,Street level,Regular,8,0.1272976027827037,0.13270239721729632
"Fuertes, Rojas and Barba",Combi,Zona Franca,2022-03-03 09:38:11,63.23,0.77,D63,False,08015,Cafe/Restaurant,Street level,Regular,6,0.0795112213650242,0.15048877863497578
"Fuertes, Rojas and Barba",Truck,Zona Franca,2022-05-19 08:44:23,43.77,0.63,D63,False,08015,Cafe/Restaurant,Street level,Regular,8,0.28803449686431387,0.08196550313568612
"Fuertes, Rojas and Barba",Van,Zona Franca,2022-01-30 17:40:56,45.27,0.68,D63,False,08015,Cafe/Restaurant,Street level,Regular,5,0.1057764979490876,0.21422350205091234
"Fuertes, Rojas and Barba",Truck,Zona Franca,2022-03-28 10:03:51,40.87,0.64,D63,False,08015,Cafe/Restaurant,Street level,Regular,6,0.07428860597950836,0.2857113940204916
"Cueto, Salinas and Velasco",Van,Baró de Viver,2022-01-17 12:17:23,39.99,0.41,D63,False,08008,Cafe/Restaurant,Street level,Key Account,6,0.5667561904378662,0.0232438095621339
Llobet-Carranza,Van,Zona Franca,2022-05-05 15:29:01,86.82,0.59,D63,False,08006,Cafe/Restaurant,Ground Floor,Diamond,6,0.4085495125977822,0.001450487402217815
Llobet-Carranza,Van,Zona Franca,2022-03-21 17:10:01,42.13,0.6,D63,False,08006,Cafe/Restaurant,Ground Floor,Diamond,7,0.12246790894315743,0.2775320910568426
Llobet-Carranza,Combi,Zona Franca,2022-01-12 16:25:17,84.0,0.74,D63,False,08006,Cafe/Restaurant,Ground Floor,Diamond,8,0.08394982267589973,0.17605017732410028
Llobet-Carranza,Combi,Zona Franca,2022-03-24 09:43:37,42.33,0.53,D63,False,08006,Cafe/Restaurant,Ground Floor,Diamond,4,0.11661502176023406,0.3533849782397659
"Gilabert, Segura and Manjón",Combi,Baró de Viver,2022-01-02 18:18:11,39.51,0.48,D63,True,08030,Cafe/Restaurant,Other,Regular,4,0.035922151999855996,0.48407784800014403
"Gilabert, Segura and Manjón",Van,Zona Franca,2022-04-15 13:39:50,70.41,0.92,D63,False,08030,Cafe/Restaurant,Other,Regular,5,0.05911946131481517,0.020880538685184788
"Gilabert, Segura and Manjón",Truck,Zona Franca,2022-02-27 08:56:49,34.78,0.72,D63,False,08030,Cafe/Restaurant,Other,Regular,6,0.2723269455647908,0.0076730544352092145
"Gilabert, Segura and Manjón",Van,Baró de Viver,2022-02-06 12:39:13,41.25,0.87,D63,False,08030,Cafe/Restaurant,Other,Regular,3,0.10457482227661567,0.025425177723384332
"Gilabert, Segura and Manjón",Van,Baró de Viver,2022-02-23 10:14:23,39.32,0.6,D63,True,08030,Cafe/Restaurant,Other,Regular,5,0.028124588242549244,0.37187541175745076
"Aramburu, Tenorio and Herrero",Truck,Zona Franca,2022-04-13 17:01:47,109.66,0.67,D63,False,08024,Cafe/Restaurant,Street level,Regular,9,0.05255962711278125,0.27744037288721873
"Gimenez, Asensio and Bellido",Van,Zona Franca,2022-04-20 10:50:46,42.43,0.67,D63,False,08004,Cafe/Restaurant,Ground Floor,Key Account,9,0.28142418644206224,0.04857581355793772
"Gimenez, Asensio and Bellido",Truck,Baró de Viver,2022-01-02 19:21:10,22.39,0.81,D63,False,08004,Cafe/Restaurant,Ground Floor,Key Account,4,0.04068285160323294,0.14931714839676702
"Gimenez, Asensio and Bellido",Truck,Baró de Viver,2022-01-16 16:26:50,80.03,0.49,D63,False,08004,Cafe/Restaurant,Ground Floor,Key Account,8,0.3221029120260658,0.18789708797393423
"Gimenez, Asensio and Bellido",Van,Zona Franca,2022-01-21 08:42:41,41.39,0.7,D63,False,08004,Cafe/Restaurant,Ground Floor,Key Account,5,0.00831202089038442,0.29168797910961564
"Gimenez, Asensio and Bellido",Van,Zona Franca,2022-01-10 08:55:36,53.06,0.75,D63,False,08004,Cafe/Restaurant,Ground Floor,Key Account,5,0.013687223828954542,0.23631277617104546
Salvà Group,Combi,Baró de Viver,2022-02-23 19:13:11,29.42,0.51,D63,False,08028,Cafe/Restaurant,Street level,Diamond,3,0.4596165148976745,0.03038348510232547
Salvà Group,Combi,Zona Franca,2022-05-11 19:11:22,48.44,0.65,D63,False,08028,Cafe/Restaurant,Street level,Diamond,9,0.2137308054070715,0.13626919459292847
Salvà Group,Van,Zona Franca,2022-03-11 17:03:15,112.53,0.5,D63,False,08028,Cafe/Restaurant,Street level,Diamond,10,0.0750344585517021,0.4249655414482979
Hurtado-Leon,Truck,Baró de Viver,2022-02-22 13:04:46,74.66,0.7,D63,False,08980,Coffee Retailers,Ground Floor,Regular,14,0.20871431987391062,0.09128568012608942
Hurtado-Leon,Combi,Baró de Viver,2022-03-01 13:47:33,29.83,0.52,D63,False,08980,Coffee Retailers,Ground Floor,Regular,4,0.28822428617161006,0.19177571382838993
Hurtado-Leon,Van,Baró de Viver,2022-02-17 20:53:54,48.28,0.65,D63,False,08980,Coffee Retailers,Ground Floor,Regular,9,0.20577907243316454,0.14422092756683544
Robledo-Fabra,Van,Zona Franca,2022-02-09 12:29:01,90.64,0.48,D63,False,08037,Cafe/Restaurant,Street level,Regular,7,0.35708651891251203,0.162913481087488
Robledo-Fabra,Truck,Zona Franca,2022-01-09 20:06:04,66.08,0.61,D63,False,08037,Cafe/Restaurant,Street level,Regular,10,0.08391020290880627,0.30608979709119377
Robledo-Fabra,Combi,Baró de Viver,2022-02-22 18:55:32,58.51,0.51,D63,False,08037,Cafe/Restaurant,Street level,Regular,9,0.3752402291854532,0.1147597708145468
Calvet LLC,Van,Zona Franca,2022-04-27 13:44:24,73.45,0.62,D63,False,08001,Cafe/Restaurant,Street level,Key Account,6,0.1529899693140509,0.2270100306859491
Calvet LLC,Van,Baró de Viver,2022-03-27 18:43:11,17.32,0.86,D63,False,08001,Cafe/Restaurant,Street level,Key Account,2,0.13641091793457924,0.0035890820654207733
Álvaro-Salamanca,Combi,Baró de Viver,2022-04-20 17:38:07,93.41,0.8,D63,False,08030,Cafe/Restaurant,Street level,Regular,10,0.06361284792106588,0.1363871520789341
Álvaro-Salamanca,Truck,Zona Franca,2022-05-04 16:09:11,53.16,0.46,D63,False,08030,Cafe/Restaurant,Street level,Regular,5,0.17394398087229948,0.3660560191277006
Pujadas-Barros,Combi,Baró de Viver,2022-02-02 20:35:33,46.48,0.65,D63,False,08903,Cafe/Restaurant,Street level,Key Account,5,0.2642712881270658,0.08572871187293418
Pujadas-Barros,Truck,Zona Franca,2022-03-10 09:45:34,38.73,0.84,D63,False,08903,Cafe/Restaurant,Street level,Key Account,5,0.14096613121284973,0.0190338687871503
Pujadas-Barros,Combi,Baró de Viver,2022-02-14 09:49:17,82.98,0.91,D63,False,08903,Cafe/Restaurant,Street level,Key Account,12,0.030161263411485763,0.059838736588514206
Pujadas-Barros,Van,Baró de Viver,2022-04-14 12:24:37,107.63,0.62,D63,False,08903,Cafe/Restaurant,Street level,Key Account,8,0.281355735207013,0.09864426479298699
Pujadas-Barros,Van,Zona Franca,2022-05-11 14:18:14,48.67,0.58,D63,True,08903,Cafe/Restaurant,Street level,Key Account,10,0.23047466819834822,0.18952533180165182
Pujadas-Barros,Van,Zona Franca,2022-05-08 10:48:42,72.66,0.5,D63,False,08903,Cafe/Restaurant,Street level,Key Account,7,0.2852923820264133,0.21470761797358667
Pujadas-Barros,Combi,Zona Franca,2022-01-11 12:05:06,67.95,0.51,D63,False,08903,Cafe/Restaurant,Street level,Key Account,7,0.010276790055484663,0.47972320994451534
"Reyes, Toro and Palacios",Combi,Baró de Viver,2022-03-23 10:50:21,74.17,0.45,D63,False,08075,Cafe/Restaurant,Street level,Regular,7,0.42856638304176237,0.12143361695823768
"Reyes, Toro and Palacios",Combi,Baró de Viver,2022-03-03 20:22:36,91.56,0.76,D63,False,08075,Cafe/Restaurant,Street level,Regular,9,0.12548624006072207,0.11451375993927793
Carbó-Pineda,Van,Baró de Viver,2022-02-03 15:40:04,109.74,0.43,D63,False,08039,Cafe/Restaurant,Street level,Regular,13,0.039276630335010936,0.5307233696649891
Carbó-Pineda,Van,Baró de Viver,2022-02-26 08:15:25,101.12,0.61,D63,False,08039,Cafe/Restaurant,Street level,Regular,14,0.2233242317974116,0.16667576820258842
Carbó-Pineda,Van,Baró de Viver,2022-04-28 17:45:59,10.67,0.64,D63,False,08039,Cafe/Restaurant,Street level,Regular,1,0.1944785724313443,0.16552142756865568
Carbó-Pineda,Van,Baró de Viver,2022-01-22 14:56:09,13.96,0.86,D63,False,08039,Cafe/Restaurant,Street level,Regular,2,0.04665918294325134,0.09334081705674868
Carbó-Pineda,Combi,Zona Franca,2022-04-09 11:08:09,35.37,0.71,D63,False,08039,Cafe/Restaurant,Street level,Regular,4,0.265246044851291,0.02475395514870904
Tovar-Andreu,Combi,Zona Franca,2022-04-18 15:26:21,11.13,0.47,D63,False,08011,Cafe/Restaurant,Street level,Regular,1,0.38525782962590727,0.14474217037409276
Tovar-Andreu,Truck,Zona Franca,2022-05-20 18:12:48,81.52,0.62,D63,False,08011,Cafe/Restaurant,Street level,Regular,11,0.3515127558378792,0.028487244162120784
Tovar-Andreu,Van,Baró de Viver,2022-04-09 17:18:57,28.72,0.8,D63,True,08011,Cafe/Restaurant,Street level,Regular,3,0.14303724619913774,0.056962753800862215
Tovar-Andreu,Combi,Zona Franca,2022-04-08 17:45:44,44.95,0.54,D63,False,08011,Cafe/Restaurant,Street level,Regular,7,0.03571616997010079,0.42428383002989917
Tovar-Andreu,Van,Baró de Viver,2022-02-08 11:32:38,34.37,0.58,D63,False,08011,Cafe/Restaurant,Street level,Regular,3,0.41102064962768436,0.008979350372315675
Tovar-Andreu,Van,Zona Franca,2022-03-24 19:40:42,81.17,0.61,D63,False,08011,Cafe/Restaurant,Street level,Regular,8,0.11573527760716203,0.274264722392838
Jove LLC,Combi,Baró de Viver,2022-03-02 11:17:41,6.32,0.85,D63,False,08029,Coffee Retailers,Ground Floor,Regular,1,0.13688330080512415,0.013116699194875875
Jove LLC,Van,Zona Franca,2022-05-13 12:12:04,102.81,0.71,D63,False,08029,Coffee Retailers,Ground Floor,Regular,17,0.12421667925843512,0.16578332074156493
Jove LLC,Combi,Baró de Viver,2022-01-07 08:31:05,119.9,1.0,D63,False,08029,Coffee Retailers,Ground Floor,Regular,11,0.0,0.0
Jove LLC,Van,Zona Franca,2022-02-22 20:05:05,45.28,0.43,D63,False,08029,Coffee Retailers,Ground Floor,Regular,6,0.0470583236232327,0.5229416763767674
"Valle, Roca and Vera",Van,Zona Franca,2022-05-06 20:03:41,74.35,0.82,D63,True,08019,Coffee Retailers,Street level,Regular,8,0.11350740397859031,0.06649259602140974
Río Group,Van,Baró de Viver,2022-01-05 18:19:02,117.45,0.95,D63,False,08012,Cafe/Restaurant,Other,Regular,9,0.006560015071681785,0.043439984928318257
Jara Ltd,Van,Baró de Viver,2022-04-25 14:35:02,5.64,0.96,D63,True,08005,Cafe/Restaurant,Street level,Regular,1,0.011860355262086812,0.028139644737913222
Jara Ltd,Van,Zona Franca,2022-05-03 20:30:11,40.18,0.64,D63,False,08005,Cafe/Restaurant,Street level,Regular,3,0.320551179087207,0.039448820912793
"Vicente, Flor and Serrano",Truck,Baró de Viver,2022-05-19 19:00:05,10.95,0.87,D63,True,08032,Cafe/Restaurant,Ground Floor,Regular,1,0.03164273731944421,0.0983572626805558
Pina-Domingo,Truck,Baró de Viver,2022-04-28 17:13:08,27.61,0.4,D63,False,08040,Cafe/Restaurant,Street level,Regular,6,0.2787863156303285,0.32121368436967146
Pina-Domingo,Van,Baró de Viver,2022-01-09 13:16:12,101.05,0.9,D63,False,08040,Cafe/Restaurant,Street level,Regular,16,0.018184306046280657,0.08181569395371932
Pina-Domingo,Van,Baró de Viver,2022-04-29 08:38:02,48.34,0.84,D63,False,08040,Cafe/Restaurant,Street level,Regular,6,0.10040768664766078,0.05959231335233925
Pina-Domingo,Combi,Baró de Viver,2022-01-14 20:36:00,100.95,0.93,D63,False,08040,Cafe/Restaurant,Street level,Regular,15,0.005315956868940431,0.06468404313105952
Cantón-Ibáñez,Van,Baró de Viver,2022-01-29 10:06:38,112.49,0.8,D63,False,08025,Cafe/Restaurant,Street level,Regular,21,0.19843365909006763,0.0015663409099323233
Cantón-Ibáñez,Combi,Zona Franca,2022-03-19 09:56:11,42.91,0.6,D63,False,08025,Cafe/Restaurant,Street level,Regular,4,0.10269352494517654,0.2973064750548235
Cantón-Ibáñez,Combi,Baró de Viver,2022-01-26 08:44:55,67.69,0.57,D63,True,08025,Cafe/Restaurant,Street level,Regular,10,0.3742403293097958,0.055759670690204266
Arrieta Inc,Van,Baró de Viver,2022-01-23 11:38:39,38.94,0.44,D63,False,08032,Cafe/Restaurant,Street level,Regular,3,0.3705198860754037,0.18948011392459635
Arrieta Inc,Van,Zona Franca,2022-05-08 18:52:58,105.84,0.9,D63,False,08032,Cafe/Restaurant,Street level,Regular,10,0.0241966037975433,0.07580339620245669
Arrieta Inc,Combi,Baró de Viver,2022-02-17 08:35:14,84.1,0.68,D63,False,08032,Cafe/Restaurant,Street level,Regular,9,0.28561526177113356,0.034384738228866396
Arrieta Inc,Van,Zona Franca,2022-03-24 12:31:03,46.35,0.59,D63,False,08032,Cafe/Restaurant,Street level,Regular,5,0.3985094310845341,0.011490568915465904
"Quintero, Ribas and Duran",Van,Baró de Viver,2022-03-27 18:31:08,101.33,0.75,D63,False,08227,Cafe/Restaurant,Street level,Regular,9,0.0015242017949989306,0.24847579820500107
"Quintero, Ribas and Duran",Van,Zona Franca,2022-02-21 13:29:36,10.49,0.89,D63,False,08227,Cafe/Restaurant,Street level,Regular,2,0.03942616677698214,0.07057383322301786
Alemany-Morell,Van,Zona Franca,2022-03-13 16:41:21,89.5,0.84,D63,False,08033,Cafe/Restaurant,Street level,Regular,13,0.05261857429462769,0.10738142570537235
Alemany-Morell,Van,Baró de Viver,2022-03-16 16:22:03,112.53,0.92,D63,False,08033,Cafe/Restaurant,Street level,Regular,20,0.04890769561182765,0.031092304388172308
Alemany-Morell,Truck,Baró de Viver,2022-01-22 12:46:50,60.72,0.69,D63,False,08033,Cafe/Restaurant,Street level,Regular,5,0.056939616371541206,0.25306038362845884
Alemany-Morell,Combi,Baró de Viver,2022-02-19 15:12:49,18.91,0.55,D63,False,08033,Cafe/Restaurant,Street level,Regular,3,0.18288741040687162,0.26711258959312834
"Galiano, Gálvez and Múgica",Van,Zona Franca,2022-03-26 14:52:40,71.5,0.82,D63,False,08011,Cafe/Restaurant,Ground Floor,Regular,7,0.01392641528035871,0.16607358471964134
"Galiano, Gálvez and Múgica",Truck,Baró de Viver,2022-01-01 20:36:19,111.77,0.93,D63,False,08011,Cafe/Restaurant,Ground Floor,Regular,10,0.04654048884054029,0.023459511159459663
"Galiano, Gálvez and Múgica",Van,Zona Franca,2022-01-31 08:06:42,77.19,0.43,D63,False,08011,Cafe/Restaurant,Ground Floor,Regular,11,0.3146715301395904,0.25532846986040963
Martí-Cuadrado,Combi,Zona Franca,2022-02-04 15:42:10,93.26,0.73,D63,False,08750,Cafe/Restaurant,Other,Regular,7,0.16901193568813866,0.10098806431186136
"Alcalde, Martin and Cerezo",Truck,Baró de Viver,2022-05-03 10:45:01,19.07,0.71,D63,False,08013,Cafe/Restaurant,Street level,Regular,2,0.0180610415742914,0.27193895842570864
"Alcalde, Martin and Cerezo",Van,Zona Franca,2022-01-31 20:07:44,73.75,0.87,D63,False,08013,Cafe/Restaurant,Street level,Regular,6,0.03776430515668398,0.09223569484331602
Melero-Armengol,Combi,Zona Franca,2022-01-13 16:36:24,80.15,0.85,D63,False,08032,Cafe/Restaurant,Street level,Regular,7,0.013192138996130967,0.13680786100386905
"Lerma, Pagès and Guerra",Van,Zona Franca,2022-03-28 15:50:46,43.96,0.75,D63,False,08023,Cafe/Restaurant,Street level,Regular,4,0.2482327585928143,0.0017672414071857045
"Lerma, Pagès and Guerra",Van,Baró de Viver,2022-03-03 09:10:14,56.9,0.45,D63,True,08023,Cafe/Restaurant,Street level,Regular,8,0.5432787552529778,0.0067212447470222925
"Lerma, Pagès and Guerra",Van,Baró de Viver,2022-05-08 17:42:06,86.78,0.77,D63,False,08023,Cafe/Restaurant,Street level,Regular,9,0.19147466397325735,0.03852533602674263
"Lerma, Pagès and Guerra",Van,Baró de Viver,2022-05-13 09:07:06,10.59,0.74,D63,False,08023,Cafe/Restaurant,Street level,Regular,2,0.2574600270249178,0.002539972975082183
"Lerma, Pagès and Guerra",Van,Zona Franca,2022-01-11 14:03:33,92.43,0.75,D63,False,08023,Cafe/Restaurant,Street level,Regular,13,0.02531583187801198,0.22468416812198802
"Velasco, Jara and Pedro",Van,Zona Franca,2022-02-27 15:13:07,65.33,0.83,D63,False,08023,Cafe/Restaurant,Street level,Regular,9,0.010810820604915243,0.15918917939508478
"Velasco, Jara and Pedro",Combi,Zona Franca,2022-03-04 09:10:54,13.61,0.97,D63,False,08023,Cafe/Restaurant,Street level,Regular,2,0.012357394400512655,0.01764260559948737
"Velasco, Jara and Pedro",Truck,Baró de Viver,2022-03-13 16:40:54,33.42,0.72,D63,False,08023,Cafe/Restaurant,Street level,Regular,6,0.052612615642995755,0.22738738435700429
"Prada, Oliveras and Plana",Van,Zona Franca,2022-03-26 18:52:55,63.63,0.83,D63,False,08030,Coffee Retailers,Ground Floor,Regular,6,0.044580989893855734,0.1254190101061443
"Prada, Oliveras and Plana",Truck,Baró de Viver,2022-01-06 09:26:02,90.35,0.69,D63,False,08030,Coffee Retailers,Ground Floor,Regular,9,0.20477903359162622,0.10522096640837383
"Prada, Oliveras and Plana",Van,Zona Franca,2022-01-06 11:28:59,100.37,0.61,D63,False,08030,Coffee Retailers,Ground Floor,Regular,9,0.11710170307961874,0.27289829692038126
"Prada, Oliveras and Plana",Truck,Baró de Viver,2022-03-30 18:04:22,70.55,0.68,D63,False,08030,Coffee Retailers,Ground Floor,Regular,12,0.17251113230859932,0.14748886769140063
Roselló-Puerta,Van,Zona Franca,2022-01-15 10:52:08,87.34,0.65,D63,True,08027,Cafe/Restaurant,Street level,Regular,7,0.03100655044789554,0.31899344955210446
Roselló-Puerta,Truck,Zona Franca,2022-01-09 16:05:36,12.06,0.44,D63,False,08027,Cafe/Restaurant,Street level,Regular,2,0.511416856995515,0.048583143004485074
Roselló-Puerta,Van,Baró de Viver,2022-02-10 14:57:00,83.97,0.67,D63,False,08027,Cafe/Restaurant,Street level,Regular,10,0.23849988096165384,0.09150011903834612
Roselló-Puerta,Van,Zona Franca,2022-04-03 20:48:29,7.75,0.51,D63,True,08027,Cafe/Restaurant,Street level,Regular,2,0.22460819860376396,0.265391801396236
"Merino, Ruiz and Vaquero",Combi,Zona Franca,2022-03-24 12:57:25,98.07,0.51,D63,False,08003,Cafe/Restaurant,Street level,Regular,20,0.27011024367678343,0.21988975632321656
"Merino, Ruiz and Vaquero",Van,Zona Franca,2022-05-15 11:37:12,56.12,0.44,D63,False,08003,Cafe/Restaurant,Street level,Regular,5,0.46346164752532837,0.09653835247467168
"Merino, Ruiz and Vaquero",Combi,Zona Franca,2022-04-19 13:59:12,80.81,0.46,D63,False,08003,Cafe/Restaurant,Street level,Regular,11,0.3576344204781522,0.18236557952184784
Camps-Izaguirre,Van,Baró de Viver,2022-02-06 13:33:31,82.67,0.8,D63,False,08008,Cafe/Restaurant,Street level,Regular,8,0.08901527826844205,0.1109847217315579
Camps-Izaguirre,Van,Zona Franca,2022-03-30 11:36:45,26.14,0.69,D63,False,08008,Cafe/Restaurant,Street level,Regular,3,0.260725072588987,0.04927492741101308
Camps-Izaguirre,Combi,Baró de Viver,2022-02-12 14:49:01,117.73,0.83,D63,False,08008,Cafe/Restaurant,Street level,Regular,10,0.012657580915745321,0.15734241908425473
Camps-Izaguirre,Van,Baró de Viver,2022-03-04 20:18:54,66.13,0.8,D63,False,08008,Cafe/Restaurant,Street level,Regular,8,0.07767910165747278,0.12232089834252717
Reyes Inc,Van,Zona Franca,2022-01-29 16:53:37,77.57,0.58,D63,True,08012,Cafe/Restaurant,Street level,Regular,9,0.2536399512895055,0.16636004871049453
Reyes Inc,Combi,Baró de Viver,2022-05-01 14:22:50,82.79,0.95,D63,False,08012,Cafe/Restaurant,Street level,Regular,17,0.01579506574630101,0.03420493425369903
"Agustín, Olmedo and Lamas",Truck,Baró de Viver,2022-01-15 12:19:02,70.53,0.86,D63,True,08980,Cafe/Restaurant,Street level,Regular,12,0.12816629453929476,0.011833705460705252
"Agustín, Olmedo and Lamas",Van,Baró de Viver,2022-01-19 19:25:44,30.11,0.73,D63,False,08980,Cafe/Restaurant,Street level,Regular,3,0.21876867344101766,0.051231326558982354
Bejarano Inc,Combi,Baró de Viver,2022-02-20 20:44:26,107.1,0.67,D63,False,08037,Cafe/Restaurant,Street level,Regular,10,0.059626976562344274,0.2703730234376557
Bejarano Inc,Van,Zona Franca,2022-03-26 09:03:51,45.17,0.96,D63,False,08037,Cafe/Restaurant,Street level,Regular,5,0.023529869222402477,0.01647013077759756
"Muñoz, Sedano and Anaya",Combi,Baró de Viver,2022-03-10 13:05:54,88.28,0.74,D63,False,08035,Cafe/Restaurant,Street level,Regular,8,0.11445019074465863,0.1455498092553414
"Muñoz, Sedano and Anaya",Van,Zona Franca,2022-04-26 19:46:30,12.24,0.93,D63,False,08035,Cafe/Restaurant,Street level,Regular,2,0.012082211898100607,0.05791778810189935
"Muñoz, Sedano and Anaya",Combi,Baró de Viver,2022-05-06 15:10:45,57.49,0.67,D63,False,08035,Cafe/Restaurant,Street level,Regular,10,0.13258430424121512,0.19741569575878484
Pina Group,Van,Zona Franca,2022-01-01 09:57:06,35.11,0.62,D63,False,08024,Cafe/Restaurant,Street level,Regular,3,0.044557372115399625,0.3354426278846004
Pina Group,Van,Baró de Viver,2022-01-30 13:40:35,26.06,0.97,D63,True,08024,Cafe/Restaurant,Street level,Regular,3,0.014446295272582288,0.015553704727417739
Pina Group,Van,Zona Franca,2022-04-10 20:53:19,75.5,0.42,D63,False,08024,Cafe/Restaurant,Street level,Regular,9,0.4698807432873315,0.11011925671266859
